Tweet,Label,mood
pengen mengumpat seperti biasa.,Anger,Marah
"serpihan apa? si anis beruntung mewarisi hasil kerja jokowi ahok jarot, dia tinggal cengar cengir gunting pita kayak badut goblok . mrt sudah jadi, busway sudah pakai bis eropa,kampung pulo sudah normal, kalijodo udah rata, coba sebut 1 aja pembangunan si anis yg berguna..?",Anger,Marah
kan arteria dahlan cuman wakil rakyat toh.. lah terus rakyat yg punya hak di abaikan begitu saja .. kalau begitu tidak usah menjadi wakil rakyat biar rakyat sendiri yg bertindak dan menindak lanjuti setiap kejahatan dan setiap ada kasus2 ampe kesel bacanya,Anger,Marah
lebih bagus elo murtad dari pada ngaku islam tapi bikin sampah di islam.malah ngotor ngotorin saja,Anger,Marah
"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",Anger,Marah
orang normal sarapan nya makanan lari nya ke perut lah kita pagi pagi sarapa bikin kepala kejang !!,Anger,Marah
"ujunga""nya jadi bangkai saja buanga"" duit aja gak guna dan gak ada satupun proyek yang sukses kesallll mau tampol",Anger,Marah
"emosy dah sm cowo yg suka nanya begini, mangnya semua cewe cuma mau naik mobil?! kalo misal dulu pernah punya pengalaman begitu sm cewe ya berarti emang cewe itu bukan target pasar lo soalnya cewe jg biasa kemana2 naik ojol broo",Anger,Marah
"itu orang muka badak,.. merusak nama pp saja..",Anger,Marah
"kalo biasa dengerin apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah",Anger,Marah
"iyaa ,, sebagai lulusan fh malunya luar biasa dan sangat tidak tau diri, menyedihkn",Anger,Marah
"laah yg bicara soal hoax siapa bos? hoax itu tentu aturan hukumnya. disini bahas kelakuan buzzerp yg seluruh berbeda pandangan politik lalu disebut kadrun. kalau soal hoax ya pasti pidana lah, jgn kau katakan org kritik ke pemerintah itu hanya menebarkan hoax saja. pea",Anger,Marah
"gue yg mutusin emang, tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu, diem diem asu apanya yg diem, kalo ada main qrt gitu jadi ajang buat jelek2in gue",Anger,Marah
"fuck masa lalu,, gila pagi2 uda di ungkit2 saja si kupret yg di anggap baik,,",Anger,Marah
makin hari makin tai palat haha. awal2 saja tu lai jgn tah mun nda beduit nda ko bguna tu bangsatt haha,Anger,Marah
santai aja bg. aku nanya karna emg gatau. di caption fungsi nya utk mengurangi kelelahan. aku baru tau. cara kerja nya yang gatau. santai ya bg. jgn gampang goblok goblokin orang goblok,Anger,Marah
"orang cuma bisa nya ngeliati hidup orang lain saja, tp mereka nggak pernah ngeliati hidup mereka sendiri aja belum bener!",Anger,Marah
gue heran knp masih pada bilang funny dan gatau deh apa normal dsana kah? pdahal jls2 salah satunya kliatan ga nyaman. dan sialan bgt pake ada yg bahas masa lalu m. oh dasar haters dan fans si onoh kan lu. bangke pagi2 bikin naik darah aja.,Anger,Marah
"dichat dia sampe 20 pesan, ternyata tadi gue mimpi bangstt",Anger,Marah
"lah anjir kalo udah biasa manggil adik mah adik aja kali, gajelas lu anjir. emang lu aja aneh masih cari pembelaan",Anger,Marah
"bubarkan saja ..ga ono manfaate, opo kontribusi gawe negara ?? Edan",Anger,Marah
"gk usah mewek udah biasa gue liat kpop keluar masuk.gk usah lebay gk jadi lockey lagi.karna bias lu out.dalam dunia kpop keluar masuk itu hal biasa.kalau agensi dan denise tidak sejalan beda kemauan mau apa lu.mau maksa denise stay.mau maksa vine cegah denise ttap stay gk bisa, bikin jengkeeeelll",Anger,Marah
pasti profesor goblok satu ini baru saja ngelonte mkanya pemikirannya jadi seger gini. bagi org kafir ngelonte itu ibadah yg utama,Anger,Marah
cowo kek gini alasan nya udh biasa di dengar,Anger,Marah
"nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja, tak satupun ada yg lapor ke pak polisi ..berarti biota lingkungan ini lebih bisa mawas diri koreksi diri..!! alloh lebih menyukai hamba pemaaf ..!",Anger,Marah
"anjing.. korupsi 2,1m cuma 1thn 4bln..apa kabar yg maling ayam karna lapar..karna hak nya di makan oleh pejabata"" macam manusia ini.. indonesia oh indonesia..miris bgt negara aing",Anger,Marah
wehh bngt sedih bngt anjing w campur kesel gegara muka lo kayak orang bego,Anger,Marah
akibat?? pernah liat plat b bawa kendaraan di luar jakarta? ugal2an padahal jalanan sepi kayak dikejer setan bego gitu,Anger,Marah
"tapi keselnya sih ya itu, ada pertanyaan dari base yang mewakili gue banget, tapi kok sepi banget, gue udah nungguin padal",Anger,Marah
wes kesel + kecewa,Anger,Marah
"di komplek aku jg gini. kakek jual lap pel memelas cerita sedih, aku kasian dong aku beli dgn harga mahal, eh besoknya dia gt lagi ngarang bgt jd aku marahin trs kabur. ada nenek pengemis gt jg tiap hari aku kasi duit kasi makanan, ketemu di indoapril lg nuker duit 1,5jt/hari",Anger,Marah
ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok dasar idiot,Anger,Marah
"aku jengkelnya ke semuanya sih, mbulet kyk benang kusut btw udah selesai bacanya? kalau udah no spoiler please",Anger,Marah
"sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua",Anger,Marah
"pagi pagi udah emosi baca au kesel, gak blh ada yg bikin bian kecewa atau sedih ih",Anger,Marah
"kalo ketemu orang dan dia keliatan murung, coba tanya dia fans mu bukan? mu kalahh cukk !!",Anger,Marah
"gue pagi ini kecewa bgt sama gojek, pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb",Anger,Marah
dah lah ak kecewa!!,Anger,Marah
yg ngmg mana cita rasa budaya indonesianya? sedih gue liat org nge - gass tp klo suruh ngaca dianya kaga demen,Anger,Marah
kecewa w bangsat,Anger,Marah
"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",Anger,Marah
sepi conge!!!,Anger,Marah
"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari lo senin terus",Anger,Marah
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti, tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey, bikin kesel aja kayak ampas. makasih buat lockey yg masih bertahan:)",Anger,Marah
"anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet, jadi kesel ah",Anger,Marah
"anj j1min aing udah mau sedih, sialan lu ngetiknya kek gi mati aja, gk jlas lu ji udah lah gi gak usah d kasih jatah 5 bulan aja",Anger,Marah
rame apa sepi nih!?? kasih info yg jelas napa,Anger,Marah
"suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak, gue kecewa gak.maksudnyaa lo tuh sadar gasih kalo habis ngejahatin gue, emang repot kalo kita ga pernah ngambek sekalinya ngambek dianggep yaudah, mungkin ga ngambek beneran!!",Anger,Marah
"mulutnya itu lho yaampun. aku diusir gara"" main ke homeparty mereka yang kebetulan cuma 4 orang doang, ku kira mah sepi kasian gitu, jadi aku ikut gabung, eh pas gabung malah dikata""in",Anger,Marah
buat kali ini gw ga ngerti sama jalan pikira lo gar yang jelas jelas vara lagi hamil goblokk dan satu lagi buat lo zara gw tau lo kaget kecewa sama kk lo tpi dia lagi hamil anjritt dan lo gatau alesan kenapa kk lo ngelakuin itu semua anjing emosi bngt gw,Anger,Marah
"kebiasaan banget selalu bawa member lain, selalu ngebanding bandingin. dikira member lain gak sedih juga apa?",Anger,Marah
sumpah sih makin marah dan kecewa sama daddy !,Anger,Marah
"bangke ptmt, kelas gue jadi sepi banget anjir",Anger,Marah
anj anj kesel kecewa bgt sama diri sendiri heeuh,Anger,Marah
"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu",Anger,Marah
ora editan kui ancene wes kene lg sedih malah dsenggol,Anger,Marah
"terlalu cantik emak jd buzzer, biasanya kusam, kusut dan norak, mana gk jelas lagi",Anger,Marah
"ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih",Anger,Marah
"dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja, gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss, gatau tapi nyesekk bgtt rasanya. apalagi kalo ada yg hate² komen gitu ke win, gw bnr² gasuka gw sakit hati anjj!!.",Anger,Marah
"aa kesel bgt anying. dia sudah di bandaraa, gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara, ngasih gift jga engga!!",Anger,Marah
"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",Anger,Marah
"gue pernah datang lebih awal, sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh",Anger,Marah
"telat lu ngasih tau faktanya min,kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini",Anger,Marah
trs barusan dia reach out aku trs minta tolong buat bantu project dia yaallaah aaaa jujur agak takut pressure tp ok gapapa,Fear,Takut
"sumpah ini receh bgt dan not bts related. cm jujur w magang padet bgt dikasih project mayan banyak. trs kemaren ada senior gd presentasi gt dan keeren2 bgt nangis parah. trs aku pengen chat blio pengen tanya2. minta nomornya ke hrd, dapet, tp mau chat gajadi soalnya takut",Fear,Takut
ragu utk bisa beli barang tu karn harganya bisa buat cicilan bulanan,Fear,Takut
bisa gak sih langsung tanggal 11 aja gausah ada tanggal 10 gua takut banget mana 2 hari lagi,Fear,Takut
iya kaan yg lain suka pada coba pd gpp tp tetep takut wkwk,Fear,Takut
eh sumpah gw takut bangett. serem bangett itu orang,Fear,Takut
"namnjim lag like like nya ngeri bgt, anak buah imam jumbo emg sama aja semuanya",Fear,Takut
ogeb bat dah pake sok sok an kaget,Fear,Takut
"plis nilai akm keluarnya lama banget, takut",Fear,Takut
"mau ikut esd aja telat, trus takut flop",Fear,Takut
emm hampir setiap waktu gitu sampe panik?,Fear,Takut
jadi malu saya,Fear,Takut
sinb kamu tiati mukanya yak takut krna evil edit,Fear,Takut
buset ngeri bgt,Fear,Takut
"nah kan, sudah pasti ada alasan kuat, mengapa direksi sebelumya mengundurkan diri. belum apa apa udah jadi bumper. ngeri ngeri sedap.",Fear,Takut
pas bangun langsung kaget..,Fear,Takut
men's team grup b ngeri kali,Fear,Takut
but again aku ga registrasi beneran cuma stop di situ aja soalnya takut kualat kan udh dibilangin yg gap registrasinya tgl 14 hehe dah gitu aja,Fear,Takut
"anak cewe sendirii, takut kenapa napaa kali. sy pun tak tahu",Fear,Takut
udah nyoba dari pagi-siang-sore-malem sampe jam 1/2/3/4 subuh juga kagak bisa trs aku panik dong,Fear,Takut
"ntu ada kecoak, jijel takut",Fear,Takut
thanks udh speak up bang. gua ngeri akun lu tiba2 kena petrus :(,Fear,Takut
"halo kak paket saya masih belum ada update dari tanggal 29 januari sampai sekarang dan belum sampai juga, bagaimana ya kak? saya khawatir jika paket saya hilang soalnya saya banyak lihat kasus paket hilang di twitter, mohon bantu follow up ya kak,saya sudah 12 hari menunggu paket",Fear,Takut
betuul sm takut balesannya,Fear,Takut
tadi pagi kelock yank.. dahlah meskipun udah unlock tetep takut banget jadinya move sekarang aja,Fear,Takut
ngeri yaampun,Fear,Takut
weh takut limit,Fear,Takut
"hari ini gk dl,ngeri",Fear,Takut
"klarifikasi di ig nya mz katanya ke resto sblm tau kl positif, itu lg nunggu hasil. pdhl kan bisa nunggu di mobil trs kl mau makan ya tinggal drive thru, gue nunggu hasil pcr aja ga kemana2, ngeri kl hasilnya positif bakal nularin, lah dia malah santai aja anjir",Fear,Takut
"namun, untukku itu hal tabu dan ga baik untuk di lakukan, apalagi dada itu aurat nya cewek, hal sensitif nya cewek, meskipun masih kecil itu ga bisa di lakukan. kalo dilakukan terus menerus lama2 jadi biasa bagi yang melakukan, dan bakal di bawa sampek dewasa sumpah itu ngeri.",Fear,Takut
"iya, aku biasanya di tengah-tengah krn takut ada kendala gitu. eh kena hnr",Fear,Takut
"menyendiri dulu dehh,, mabok dulu biar ga panik",Fear,Takut
"kucing kota, panik dia dikejer",Fear,Takut
takut la case naik ni erm,Fear,Takut
kenapa nak hasut orang tak vaksin? pastu bangga sangat bila orang vaksin takut nak cerita side effect kat dia.,Fear,Takut
takut ya.,Fear,Takut
ngeri mba:(,Fear,Takut
kok suaranya aneh dan bikin merinding ya,Fear,Takut
"berkali kali ada debt colector ke rumah, nanya nama yg aku sendiri ga kenal huhu, takut",Fear,Takut
kyk kalo emg ga ada bs ga sih jgn accept orderan akuu. kan jdnya ngasih harapan palsu. aku gamau kacang ijoo maunya tausaa,Fear,Takut
lagi stuck nih.. gatau sampe kapan nih ceritaku. takut ngga bisa ngelanjutin ada yang pernah diposisi ini ngga guys? dan apa yg kalian lakuin biar survive lagi?,Fear,Takut
cuman kaget tok,Fear,Takut
"andin aja bawa kesini,hazel masih bayi takut flu",Fear,Takut
takut banget loh,Fear,Takut
nyontek pas ujian seni musik. ya allah percayalah di sekolah gue semua anak lebih takut remidi musik ketimbang pelajaran eksakta lainnya soalnya susah dan males bgt gurunya paling killer seantero sekolah-,Fear,Takut
anjg kaget gue..,Fear,Takut
"dua hari yang lalu gue dibeliin kopi, nah gue kan gaberani minum soalnya masih pagi takut asam lambung gue kambuh soalnya mau ada kegiatan kan. terus baru sempet minum kopinya barusan dan anjirr perasaan gue ga enak soalnya udah ngerasa agak dredeg dikit",Fear,Takut
proyek dibalik kepanikan..atau panik dibalik keproyekan,Fear,Takut
ngeri editannya,Fear,Takut
jangan panik jangan panik,Fear,Takut
serius? takut salah info,Fear,Takut
iya kann aku aja sampai kaget katanya mereka juga udh pada tau klo mirip,Fear,Takut
siap huaa takut loh aku,Fear,Takut
"aah i baru baca data. dah terbiasa tengok kes tinggi je, jadi takut",Fear,Takut
"dikepung, dikejar2, ditangkapi, ditakut-takut i.",Fear,Takut
takut..,Fear,Takut
kenapa pas gue kirim pas banget dibaca dari bawah anjengg malu bgt untung ga dikasih liat nama pengirim nya siapa,Fear,Takut
pengen blink selca day tp malu.,Fear,Takut
"bener kaya, mau tinggal sama salah satu orang tua pasti sering makan hati. tapi kalo tinggal sendiri takut gabisa ngurus rumah apalagi diri sendiri. so one thing we have to do is survive",Fear,Takut
"mau balik kampus nemuin kajur badan malah lemes gaenak badan jadi takut mau ke kampus lagi, moga aja ga kenapa"" aku",Fear,Takut
kaget akun gua ke log out sndri,Fear,Takut
ngeri amat wkwk,Fear,Takut
ihh kaget tiba2 ada comback lagii ihh ya ampun sampe hiatus,Fear,Takut
weh baru balik ngerjain tugas kaget banget kok rame??,Fear,Takut
baim wong kaget menemukan banyak ular di rumahnya,Fear,Takut
klo gugup tuh rasa nya kya udh mau mati gra2 ga bisa nafas,Fear,Takut
md nya juga tolong jangan lupa dibacain takut meriang membutuh kan kasih sayang,Fear,Takut
emang ya kalo udah ragu mending gak usah sekalian,Fear,Takut
ngeri ni..,Fear,Takut
"jpn, sgp takut gilaa",Fear,Takut
w jd takut pke jnt,Fear,Takut
ngeri,Fear,Takut
"dan si mbak nya auto malu pake minta maaf, padahal netizen indo ketawa2 doang karna mbak nya lucu dikira quote estetik",Fear,Takut
takut banget ada star syndrome,Fear,Takut
"ga bolehh, soalnya udah makan mie kemarin' takut lambung aku kambuh lagi kalo keseringan wkwk",Fear,Takut
takut gabisa beli sedikit gituu,Fear,Takut
takut tambah dewasa,Fear,Takut
malu dan males,Fear,Takut
aku malu sst yang udah liat congrats kalian pernah memandang wajah istri kak andrew,Fear,Takut
"mo bilang kicep, takut..gitu aja kok malu saadd kasad..",Fear,Takut
"katanya sekolahku gak bakal online, tapi at least semuanya di swab dong, ngeri.",Fear,Takut
"ga ada waktu, apa takut ada mata2 ww",Fear,Takut
oo pahamm agak kaget y bund..,Fear,Takut
takut bgt jujur kalo yangti udh turun tangan,Fear,Takut
jangan lupa minum ya abis makan. takut keselek,Fear,Takut
takut banged loch(abaikan muka),Fear,Takut
gamau tegang belum disuruh ayank gak usah di zoom ! gaboleh ayank,Fear,Takut
"gue ga tweet begituan di sini, malu dan pasti dikecam. skrg kan serem, apa apa dispill. tweet kayak pgn have sex sama anime langsung pqrt atau diss lalu dijadiin bahan teh",Fear,Takut
gua ngeri ke lock,Fear,Takut
hamdallah panik bgt hari ini banyak lagi yaa,Fear,Takut
ngeri tp berusaha menenangkan diri,Fear,Takut
"banyak yang bertanya, memangnya apa yang perlu saya cemaskan? semuanya terlihat sempurna dan saya memiliki segalanya. tanpa mereka tahu, bahkan saya cemas untuk sekedar tetap hidup lima menit setalah ini.",Fear,Takut
sengaja dibiarkan soalnya takut melanggar ham,Fear,Takut
jdndhdjh jujur yaa ak suka covernya tp takut bgt bacanya makanya ga beli,Fear,Takut
"punya pasangan kene diajak gaduh dulu baru rajin sangat, kaget lihat semua udah dibuat kemas aja sama dia hihi",Fear,Takut
"deg deg an, gabisa mikir, kalo udh gugup tingkat tinggi biasanya tremor",Fear,Takut
"nggih mas, aku bingung aja, takut salah beli obat",Fear,Takut
"hujan tak kunjung reda, setiap hari hujan mulai menemani nih,.. jadi males keluar rumah,,untungnya wifi rumah pakai indihome jadi g takut internet lemot",Fear,Takut
takut,Fear,Takut
gabakalan ada habisnya ga sih.. takut ricuh jd keknya gak ada nder,Fear,Takut
"makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya",Fear,Takut
"malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja, dia tes detak jantung doang kali ya. gw beneran deg2an soalnya tapi ya tetep gak ada yg berubah, cuma emang tau sih kalo dipretelin, tettep takut",Fear,Takut
dari kemaren aku demam + tenggorokan nya sakit.. ya allah takut,Fear,Takut
"siapa yg salah disni bang , ngeri aq liatnya bah",Fear,Takut
"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :"")",Fear,Takut
"pas sange, pingin ngelakuin itu sama seseorang tapi takut..",Fear,Takut
"kek apa ya, gue kalo beli paketan kalo mau keluar jauh/keluar kota aja sksk gue jarang keluar jadi takut sia2:"")",Fear,Takut
"mau ikut komen, takut tambah dewasa",Fear,Takut
layout mu keramat aku jadi takut ajakin barengan,Fear,Takut
sebenernya takut ajg make ava muka sendiri,Fear,Takut
"lawan bocil aja takut, apalagi melawan restu orang tua",Fear,Takut
panik banget tadi twitter gua ga bisa di buka,Fear,Takut
aduhh butuh roll film yg ready stock fdi sini:( takut gak sampe ntar sebelum hari sabtu huee,Fear,Takut
"mon maap tapi sy ngerekam nya ga niat malu bah, jelek bgt wajah sy :'",Fear,Takut
"sebelum situng diralat. sedih, tegang..",Fear,Takut
mbok 15mbps ngeri ngono,Fear,Takut
"hufftt bismillah, bismillah, mugi kumanan dina niki periksane pun panik mik, pun panik katah sholawat mawon.",Fear,Takut
gua klo udh pd ngomongin skripsyid takut bgt dh sumpah,Fear,Takut
jadi takut pacaran,Fear,Takut
panik banget tadi ditanya tanyain guru bk,Fear,Takut
tiap kali intuisiku benar itu antara bikin lega atau ngeri sih,Fear,Takut
seronok plus takut ada jugak. nk tengok sejauh mana kebolehan diri. bismillah..,Fear,Takut
"ngezoom banget gambarnya, kaget",Fear,Takut
dirumahku yg kena umicron udah 40an takut..,Fear,Takut
tapi gue takut awkard,Fear,Takut
kaget ke logout sendiri,Fear,Takut
hahaa sama. gue di unfoll 10 org hari ini . kaget banget,Fear,Takut
"kyu, kata gue ajakin yg lain juga deh, kalo pada gamau teror aja pake chucky",Fear,Takut
"tbl tbl takut banget loh yang sering tiktokan pasti pernah dengar frasa yang diciptakan ini. sejak viral, tbl digunakan oleh perusahaan besar untuk promosi. penciptanya pun kecewa karena tidak minta izin emangnya frasa bisa dilindungi? [a thread]",Fear,Takut
takut tuhan kalo gue,Fear,Takut
eh anjir woozi takut bgt gue takutt,Fear,Takut
takut banget ditolak ama doi,Fear,Takut
"takut banget dimana mana iklan cincin lamaran, cetak undangan, wo lewat mulu.",Fear,Takut
"gue dulu takut trus kata temen gue tinggal plek ntar dia cuman nempel ke pupil kok. kecuali tangan lo gatel pengen kucek2 mata ya jangaan. nyopotinnya ga perih samsek, kaya lg nyubit gitu caranya",Fear,Takut
kalo udah deket hari ultah bawaannya makin panik makin ovt,Fear,Takut
ohh gitu.. kaget bentukannya kayak preinst,Fear,Takut
kaget kirain kelirik taunya bukan as lihat akunnya,Fear,Takut
takut &gt; ngantuk ?,Fear,Takut
mau check out takut tidak kretek tulang punggung. dilema jadi muda mudi jompo wkwk,Fear,Takut
aku takut,Fear,Takut
jd malu trims,Fear,Takut
"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget.",Fear,Takut
"jeje galak banget, gua takut",Fear,Takut
masih kaget.. dijilat??,Fear,Takut
takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,Fear,Takut
"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!",Fear,Takut
kaget liatnya,Fear,Takut
"kemarin ngeluh, kalau masih ada alm. bapak, pasti doi yg antar jemput kerja. eh td malam langsung mimpi diantar sama doi pergi kerja. ini bapak ku masih ada atau tidak sih? agak takut",Fear,Takut
bismillah desiliun tp takut berat nanti hisabnya hh,Fear,Takut
kaget anjir mini,Fear,Takut
kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :),Fear,Takut
jarang bocor benda tajam takut nak dekat,Fear,Takut
aduh gua kalo ujan gini panik takut bocor lg,Fear,Takut
"tau kan rasanya, mau lanjut gabisa melek takut nabrak",Fear,Takut
anjrit kaget ada renjun,Fear,Takut
"alhamdulillah aku di jauhkan dari cowok itu, tapi rasa takut dan traumanya masih membekas sampai sekarang sulit di hilangkan.. ketambahan lagi, dulu waktu kelas 3, temen cowok2 pada suka kan gangguin cewek2, nah si cowok2 itu pada megang dada si cewek kalo nggagguin.",Fear,Takut
"selalu merasa gaenakan padahal sebenarnya udh gakuat.. merasa takut kalau orang lain tu engga puas dengan hasil kerja kita,, kenapa sii mikirin perasaan orang mulu heh",Fear,Takut
"pengen cuddle, tapi malu aku karna takut klo tidur ngorok",Fear,Takut
sumpah takut banget,Fear,Takut
"takut, ku demam sm batuk",Fear,Takut
kaget liat reply.. fans sultan smua keknya,Fear,Takut
moots gue pada ghaib yah takut deh,Fear,Takut
beuhh kaget,Fear,Takut
: harap-harap cemas..,Fear,Takut
terkadang kita selalu memaafkan seseorang hanya karena takut kehilangan.,Fear,Takut
"jumlahnya yg takut banyak bener, udah kayak nanganin teror aja.",Fear,Takut
"bajunya yang ini, ditengah lagu minjem gitar dari gitarisnya terus dia yang main.. takut banget",Fear,Takut
malu akuu. ga lagi deh komen2 di postingan yg war,Fear,Takut
ngeri lah kalau begitu caranya,Fear,Takut
agak takut tapi gapapa.,Fear,Takut
kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu,Fear,Takut
"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')",Fear,Takut
"ngeri x pon, aji mumpung.",Fear,Takut
"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin",Fear,Takut
"contact kita bisa dinamain siapa aja, ngeri juga",Fear,Takut
ah takut,Fear,Takut
"gue lagi nangisin cowo fiksi, tiba-tiba abang gue dateng ""dah sholat belum lu?"" gue antara takut di marahin karna belum sholat dan malu karna nangis buat mata gue sembab",Fear,Takut
khawatir,Fear,Takut
"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba",Fear,Takut
takut:(,Fear,Takut
hah kenapa suer kok pada kaget gtu,Fear,Takut
"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya",Fear,Takut
"malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop",Fear,Takut
"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja.",Fear,Takut
malu nya masih terasa,Fear,Takut
ngeri bgt udah jelas2 positive masih nongkrong bukannya isoman,Fear,Takut
kaget.. masuk topik,Fear,Takut
aku takut nak baca thread ni. aku yg belum pregnant pun dah takut,Fear,Takut
"sumpah ya gue sampe takut tiap papasan sama ayam, pasti ngelambat. soalnya doi tuh bukannya minggir yang lebih deket tapi malah nyebrang",Fear,Takut
"di ig cuma sesekali doang bikin story, itu pun random isinya, cuma biar keliatan masih hidup aja, takut dikira dah mati",Fear,Takut
malu minta beliin paket zenius,Fear,Takut
"kalo saya ceritain semua ini ke kamu, saya takut kamu tinggalin lagi. saya gasuka sendiri",Fear,Takut
ermm.. mcm berat je ilmu ni. takut tak tercapai sbb takde ilmu persilatan,Fear,Takut
"michi naksir doi temennya, takut ada keributan",Fear,Takut
"eh ada lagi deng hehe, bikin kaget aja",Fear,Takut
beneerr udh ngga ngerti malu pulak,Fear,Takut
"jgn apa2 kebanyakan diumbar2 melulu , kalo gajadi malu gile .",Fear,Takut
udah aktivasi tapi takut ga valid,Fear,Takut
malu banget makxskxj mau pcran sama hyomin anjay,Fear,Takut
walau dah 35 tahun tetap takut mak marah tak kemas rumah,Fear,Takut
takut gua dicium macan pendekar biru!,Fear,Takut
mau positip takut cewenya jealous kah?? masalahnya gw bukan jennie,Fear,Takut
"iya swndirian banget, soalnya ada beberapa anak yang positif kopit jumat kemarin. asli panik dan takut",Fear,Takut
enggatau tp takut,Fear,Takut
"pengem nonton kukira kau rumahh tp takut kena mental,,",Fear,Takut
"hanya karena pernah terluka, tak berati kamu harus takut mencinta. ada seseorang yg tepat untukmu di luar sana.",Fear,Takut
"anehnya lagi ada anggota, kaget kok bengkak anggaranya",Fear,Takut
sekalinya muncul ngegebraknya bikin kaget ya mas topo,Fear,Takut
"sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya.",Fear,Takut
ngeri ah segitunya caper sampe jelekin orang lain biar dipandang oke,Fear,Takut
takut ujan,Fear,Takut
"shade cushion make over lebih cocok yang mana ya? kalo warm ivory keterangan ga? aku baru pertama kali mau beli bingung milih shade, takut salah",Fear,Takut
